,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name 
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Ruturaj Gaikwad
            - One Day Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Ruturaj Gaikwad
            - One Day Internationals - Progressive Averages and Aggregates Summary"
2,1,06/10/2022,South Africa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,19,19,19.00,,0,,,0,,,,25 years 248 days,"Ruturaj Gaikwad
            - One Day Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Krishnappa Gowtham
            - One Day Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Krishnappa Gowtham
            - One Day Internationals - Progressive Averages and Aggregates Summary"
2,1,23/07/2021,Sri Lanka,R Premadasa Stadium,2,2,2.00,1/49,1,49.00,1,1,,,,32 years 276 days,"Krishnappa Gowtham
            - One Day Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Deepak Hooda
            - One Day Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Deepak Hooda
            - One Day Internationals - Progressive Averages and Aggregates Summary"
2,1,06/02/2022,West Indies,Narendra Modi Stadium,26*,26,,,0,,,0,,,,26 years 293 days,"Deepak Hooda
            - One Day Internationals - Progressive Averages and Aggregates Summary"
3,2,09/02/2022,West Indies,Narendra Modi Stadium,29,55,55.00,1/24,1,24.00,1,1,,,,26 years 296 days,"Deepak Hooda
            - One Day Internationals - Progressive Averages and Aggregates Summary"
4,3,22/07/2022,West Indies,Queen's Park Oval,27,82,41.00,0/22,1,46.00,1,2,,,,27 years 94 days,"Deepak Hooda
            - One Day Internationals - Progressive Averages and Aggregates Summary"
5,4,24/07/2022,West Indies,Queen's Park Oval,33,115,38.33,1/42,2,44.00,1,3,,,,27 years 96 days,"Deepak Hooda
            - One Day Internationals - Progressive Averages and Aggregates Summary"
6,,27/07/2022,West Indies,Queen's Park Oval,-,115,38.33,0/16,2,52.00,,3,,,,27 years 99 days,"Deepak Hooda
            - One Day Internationals - Progressive Averages and Aggregates Summary"
7,,18/08/2022,Zimbabwe,Harare Sports Club,-,115,38.33,,2,52.00,,3,,,,27 years 121 days,"Deepak Hooda
            - One Day Internationals - Progressive Averages and Aggregates Summary"
8,5,20/08/2022,Zimbabwe,Harare Sports Club,25,140,35.00,1/6,3,36.67,,3,,,,27 years 123 days,"Deepak Hooda
            - One Day Internationals - Progressive Averages and Aggregates Summary"
9,6,22/08/2022,Zimbabwe,Harare Sports Club,1,141,28.20,0/9,3,39.67,,3,,,,27 years 125 days,"Deepak Hooda
            - One Day Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Ishan Kishan
            - One Day Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Ishan Kishan
            - One Day Internationals - Progressive Averages and Aggregates Summary"
2,1,18/07/2021,Sri Lanka,R Premadasa Stadium,59,59,59.00,,0,,,0,1,,1,23 years 0 days,"Ishan Kishan
            - One Day Internationals - Progressive Averages and Aggregates Summary"
3,2,20/07/2021,Sri Lanka,R Premadasa Stadium,1,60,30.00,,0,,,0,1,,2,23 years 2 days,"Ishan Kishan
            - One Day Internationals - Progressive Averages and Aggregates Summary"
4,3,06/02/2022,West Indies,Narendra Modi Stadium,28,88,29.33,,0,,,0,,,2,23 years 203 days,"Ishan Kishan
            - One Day Internationals - Progressive Averages and Aggregates Summary"
5,,18/08/2022,Zimbabwe,Harare Sports Club,-,88,29.33,,0,,,0,,,2,24 years 31 days,"Ishan Kishan
            - One Day Internationals - Progressive Averages and Aggregates Summary"
6,4,20/08/2022,Zimbabwe,Harare Sports Club,6,94,23.50,,0,,1,1,,,2,24 years 33 days,"Ishan Kishan
            - One Day Internationals - Progressive Averages and Aggregates Summary"
7,5,22/08/2022,Zimbabwe,Harare Sports Club,50,144,28.80,,0,,,1,,1,3,24 years 35 days,"Ishan Kishan
            - One Day Internationals - Progressive Averages and Aggregates Summary"
8,6,06/10/2022,South Africa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,20,164,27.33,,0,,,1,,,3,24 years 80 days,"Ishan Kishan
            - One Day Internationals - Progressive Averages and Aggregates Summary"
9,7,09/10/2022,South Africa,JSCA International Stadium Complex,93,257,36.71,,0,,,1,,,3,24 years 83 days,"Ishan Kishan
            - One Day Internationals - Progressive Averages and Aggregates Summary"
10,8,11/10/2022,South Africa,Arun Jaitley Stadium,10,267,33.38,,0,,,1,,,3,24 years 85 days,"Ishan Kishan
            - One Day Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
2,1,10/12/2017,Sri Lanka,Himachal Pradesh Cricket Association Stadium,9,9,9.00,,0,,,0,,,,23 years 4 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
3,2,13/12/2017,Sri Lanka,Punjab Cricket Association IS Bindra Stadium,88,97,48.50,0/2,0,,,0,,,,23 years 7 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
4,3,17/12/2017,Sri Lanka,Dr YS Rajasekhara Reddy Cricket Stadium,65,162,54.00,,0,,1,1,,,,23 years 11 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
5,4,10/02/2018,South Africa,Wanderers Stadium,18,180,45.00,,0,,,1,,,,23 years 66 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
6,5,13/02/2018,South Africa,St George's Park,30,210,42.00,,0,,,1,,,,23 years 69 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
7,,16/02/2018,South Africa,SuperSport Park,-,210,42.00,,0,,2,3,,,,23 years 72 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
8,,08/08/2019,West Indies,Providence Stadium,-,210,42.00,,0,,,3,,,,24 years 245 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
9,6,11/08/2019,West Indies,Queen's Park Oval,71,281,46.83,,0,,,3,,,,24 years 248 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
10,7,14/08/2019,West Indies,Queen's Park Oval,65,346,49.43,,0,,,3,,,,24 years 251 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
11,8,15/12/2019,West Indies,MA Chidambaram Stadium,70,416,52.00,,0,,1,4,,,,25 years 9 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
12,9,18/12/2019,West Indies,Dr YS Rajasekhara Reddy Cricket Stadium,53,469,52.11,0/13,0,,1,5,,,,25 years 12 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
13,10,22/12/2019,West Indies,Barabati Stadium,7,476,47.60,,0,,,5,,,,25 years 16 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
14,11,14/01/2020,Australia,Wankhede Stadium,4,480,43.64,,0,,,5,,,,25 years 39 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
15,12,17/01/2020,Australia,Saurashtra Cricket Association Stadium,7,487,40.58,,0,,,5,,,,25 years 42 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
16,13,19/01/2020,Australia,M Chinnaswamy Stadium,44*,531,44.25,,0,,2,7,,,,25 years 44 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
17,14,05/02/2020,New Zealand,Seddon Park,103,634,48.77,,0,,,7,,,,25 years 61 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
18,15,08/02/2020,New Zealand,Eden Park,52,686,49.00,,0,,1,8,,,,25 years 64 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
19,16,11/02/2020,New Zealand,Bay Oval,62,748,49.87,,0,,,8,,,,25 years 67 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
20,17,27/11/2020,Australia,Sydney Cricket Ground,2,750,46.88,,0,,,8,,,,25 years 357 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
21,18,29/11/2020,Australia,Sydney Cricket Ground,38,788,46.35,,0,,,8,,,,25 years 359 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
22,19,02/12/2020,Australia,Manuka Oval,19,807,44.83,,0,,,8,,,,25 years 362 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
23,20,23/03/2021,England,Maharashtra Cricket Association Stadium,6,813,42.79,,0,,,8,,,,26 years 107 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
24,21,19/01/2022,South Africa,Boland Park,17,830,41.50,,0,,,8,,,,27 years 44 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
25,22,21/01/2022,South Africa,Boland Park,11,841,40.05,0/1,0,,,8,,,,27 years 46 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
26,23,23/01/2022,South Africa,Newlands,26,867,39.41,0/21,0,,1,9,,,,27 years 48 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
27,24,11/02/2022,West Indies,Narendra Modi Stadium,80,947,41.17,,0,,1,10,,,,27 years 67 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
28,,12/07/2022,England,Kennington Oval,-,947,41.17,,0,,,10,,,,27 years 218 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
29,25,22/07/2022,West Indies,Queen's Park Oval,54,1001,41.71,,0,,2,12,,,,27 years 228 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
30,26,24/07/2022,West Indies,Queen's Park Oval,63,1064,42.56,,0,,1,13,,,,27 years 230 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
31,27,27/07/2022,West Indies,Queen's Park Oval,44,1108,42.62,,0,,,13,,,,27 years 233 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
32,28,06/10/2022,South Africa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,50,1158,42.89,,0,,1,14,,,,27 years 304 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
33,29,09/10/2022,South Africa,JSCA International Stadium Complex,113*,1271,47.07,,0,,1,15,,,,27 years 307 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
34,30,11/10/2022,South Africa,Arun Jaitley Stadium,28*,1299,48.11,,0,,,15,,,,27 years 309 days,"Shreyas Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Venkatesh Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Venkatesh Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
2,1,19/01/2022,South Africa,Boland Park,2,2,2.00,,0,,,0,,,,27 years 25 days,"Venkatesh Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
3,2,21/01/2022,South Africa,Boland Park,22,24,12.00,0/28,0,,,0,,,,27 years 27 days,"Venkatesh Iyer
            - One Day Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Ravindra Jadeja
            - One Day Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Ravindra Jadeja
            - One Day Internationals - Progressive Averages and Aggregates Summary"
2,1,08/02/2009,Sri Lanka,R Premadasa Stadium,60*,60,,0/40,0,,,0,,,,20 years 64 days,"Ravindra Jadeja
            - One Day Internationals - Progressive Averages and Aggregates Summary"
3,2,26/06/2009,West Indies,Sabina Park,0,60,60.00,0/34,0,,1,1,,,,20 years 202 days,"Ravindra Jadeja
            - One Day Internationals - Progressive Averages and Aggregates Summary"
4,3,28/06/2009,West Indies,Sabina Park,7,67,33.50,0/12,0,,,1,,,,20 years 204 days,"Ravindra Jadeja
            - One Day Internationals - Progressive Averages and Aggregates Summary"
5,4,25/10/2009,Australia,Reliance Stadium,5,72,24.00,1/39,1,125.00,,1,,,,20 years 323 days,"Ravindra Jadeja
            - One Day Internationals - Progressive Averages and Aggregates Summary"
6,,28/10/2009,Australia,Vidarbha Cricket Association Stadium,-,72,24.00,3/35,4,40.00,,1,,,,20 years 326 days,"Ravindra Jadeja
            - One Day Internationals - Progressive Averages and Aggregates Summary"
7,,31/10/2009,Australia,Arun Jaitley Stadium,-,72,24.00,2/41,6,33.50,,1,,,,20 years 329 days,"Ravindra Jadeja
            - One Day Internationals - Progressive Averages and Aggregates Summary"
8,5,02/11/2009,Australia,Punjab Cricket Association IS Bindra Stadium,7,79,19.75,0/27,6,38.00,1,2,,,,20 years 331 days,"Ravindra Jadeja
            - One Day Internationals - Progressive Averages and Aggregates Summary"
9,6,05/11/2009,Australia,Rajiv Gandhi International Stadium,23,102,20.40,0/44,6,45.33,1,3,,,,20 years 334 days,"Ravindra Jadeja
            - One Day Internationals - Progressive Averages and Aggregates Summary"
10,7,08/11/2009,Australia,Nehru Stadium (Guwahati),57,159,26.50,0/36,6,51.33,,3,,,,20 years 337 days,"Ravindra Jadeja
            - One Day Internationals - Progressive Averages and Aggregates Summary"
11,8,15/12/2009,Sri Lanka,Madhavrao Scindia Cricket Ground,30*,189,31.50,0/73,6,63.50,1,4,,,,21 years 9 days,"Ravindra Jadeja
            - One Day Internationals - Progressive Averages and Aggregates Summary"
12,9,18/12/2009,Sri Lanka,Vidarbha Cricket Association Stadium,12*,201,33.50,0/42,6,70.50,,4,,,,21 years 12 days,"Ravindra Jadeja
            - One Day Internationals - Progressive Averages and Aggregates Summary"
13,,21/12/2009,Sri Lanka,Barabati Stadium,-,201,33.50,4/32,10,45.50,,4,,,,21 years 15 days,"Ravindra Jadeja
            - One Day Internationals - Progressive Averages and Aggregates Summary"
14,,24/12/2009,Sri Lanka,Eden Gardens,-,201,33.50,0/51,10,50.60,1,5,,,,21 years 18 days,"Ravindra Jadeja
            - One Day Internationals - Progressive Averages and Aggregates Summary"
